read,domain,e-value
MRS0148.c31f3s3|apr13.P2.MID11-14.H8MRBDT02GJNN3_rc|MRS0148|Ghana_VeaGowrie;sample=MRS0148;size=3;,DBLa0.5,1.1e-50
UG10575.c81f7s8|mar13.P4.MID19.H6VQLNR04JK2BH|UG10575|Uganda_Tororo;sample=UG10575;size=1;,DBLa0.1,8.4e-58
MRS0301.c91f5s7|apr13.P1.MID22-24.H8MRBDT01EE4QU|MRS0301|Ghana_VeaGowrie;sample=MRS0301;size=2;,DBLa0.8,1.3e-53
BK1051.c42f5s10|apr11.P3.MID59.GY7WJEE03G9D15|BK1051|Gabon_Bakoumba;sample=BK1051;size=2;,DBLa0.8,2.9e-50
UG50807.c75f8s8|aug13.P1.MID40-42.IE15TFC01EUD2E|UG50807|Uganda_Kyenjojo;sample=UG50807;size=1;,DBLa0.1,1.1e-57
UG50573.c15f32s48|may13.P1.MID2-3.IAK27MS01BT8RU.HiQual|UG50573|Uganda_Kyenjojo;sample=UG50573;size=1;,DBLa0.8,1.5e-54
MRS0169.c76f7s7|apr13.P2.MID14-14.H8MRBDT02F4FHA_rc.HiQual|MRS0169|Ghana_VeaGowrie;sample=MRS0169;size=2;,DBLa0.4,2.8e-54
MRS0279.c53f13s23|apr13.P2.MID21-22.H8MRBDT02GLSZJ|MRS0279|Ghana_VeaGowrie;sample=MRS0279;size=1;,DBLa0.15,1.1e-60
WOS4.KP221090;sample=WOS4;size=1;,DBLa0.5,1.9e-96
UG10265.c15f18s23|mar13.P2.MID08.H6VQLNR02D8LXB|UG10265|Uganda_Tororo;sample=UG10265;size=1;,DBLa0.14,4.2e-52
UG50813.c24f32s46|aug13.P2.MID40-42.IE15TFC02JLY0O.HiQual|UG50813|Uganda_Kyenjojo;sample=UG50813;size=1;,DBLa0.5,1.3e-49
UG60490.c66f9s9|mar13.P3.MID40.H6VQLNR03HFCSY|UG60490|Uganda_Apac;sample=UG60490;size=11;,DBLa1.8,5.4e-56
IR20.c38f7s9|oct12.P3.MID10.HWSTXOD03G5WHC|IR20|Iran_SistanBaluchestan;sample=IR20;size=2;,DBLa1.8,7.3e-59
WOS10.KP220591;sample=WOS10;size=1;,DBLa0.22,4.7e-101
UG50711.c96f4s6|may13.P2.MID5-5.IAK27MS02FO0XJ|UG50711|Uganda_Kyenjojo;sample=UG50711;size=1;,DBLa0.20,3.7e-49
MRS0230.c58f4s8|apr13.P1.MID18-20.H8MRBDT01BOW3D|MRS0230|Ghana_VeaGowrie;sample=MRS0230;size=1;,DBLa0.1,1.5e-56
BK318.c41f19s28|apr11.P1.MID13.GY7WJEE01A423I.HiQual|BK318|Gabon_Bakoumba;sample=BK318;size=1;,DBLa0.1,7.1e-55
UG60693.c157f3s3|mar13.P2.MID47.H6VQLNR02DLJJV|UG60693|Uganda_Apac;sample=UG60693;size=1;,DBLa0.1,1.6e-56
7029.c9f35s47|sep11.P4.MID28.G9JXQ6K04IJA4W.HiQual|7029|Peru;sample=7029;size=10;,DBLa1.1,1.2e-50
UG50369.c4f15s39|may13.P2.MID60-62.IAK27MS02GAHRS.HiQual|UG50369|Uganda_Kyenjojo;sample=UG50369;size=1;,DBLa0.22,3.3e-55
MRS0616.c58f8s8|may13.P1.MID39-41.IAK27MS01AMYLL.HiQual|MRS0616|Ghana_Soe;sample=MRS0616;size=1;,DBLa0.9,6.4e-49
UG10324.c2f40s50|mar13.P2.MID10.H6VQLNR02D1SG8.HiQual|UG10324|Uganda_Tororo;sample=UG10324;size=1;,DBLa0.22,6.2e-53
UG60098.c49f4s14|mar13.P3.MID29.H6VQLNR03GZLCT|UG60098|Uganda_Apac;sample=UG60098;size=1;,DBLa0.11,2.7e-63
MRS0652.c5f28s51|may13.P2.MID40-42.IAK27MS02HXF6S.HiQual|MRS0652|Ghana_Soe;sample=MRS0652;size=2;,DBLa0.5,1.2e-49
BK57.c0f85s108|apr11.P1.MID03.GY7WJEE01B3D81.HiQual|BK57|Gabon_Bakoumba;sample=BK57;size=2;,DBLa0.5,1.3e-57
UG80198.c10f3s45|aug13.P1.MID45-45.IE15TFC01DV0YJ|UG80198|Uganda_Jinja;sample=UG80198;size=1;,DBLa0.23,6.4e-42
MRS0064.c25f14s20|apr13.P1.MID04-06.H8MRBDT01AIWDV.HiQual|MRS0064|Ghana_VeaGowrie;sample=MRS0064;size=1;,DBLa0.1,1.6e-50
K95.c5f4s110|oct12.P2.MID23.HWSTXOD02ELAFO|K95|Thailand_Kanchanaburi;sample=K95;size=1;,DBLa1.5,8.3e-49
UG10641.c141f3s3|mar13.P3.MID22.H6VQLNR03GUJZZ|UG10641|Uganda_Tororo;sample=UG10641;size=1;,DBLa0.11,3.1e-29
MRS0050.c93f3s3|apr13.P2.MID04-04.H8MRBDT02JTXIQ_rc|MRS0050|Ghana_VeaGowrie;sample=MRS0050;size=1;,DBLa0.9,9.3e-47
UG10104.c66f8s12|mar13.P4.MID02.H6VQLNR04I9K0H.HiQual|UG10104|Uganda_Tororo;sample=UG10104;size=1;,DBLa0.1,8.5e-51
MRS0503.c108f3s8|apr13.P2.MID33-34.H8MRBDT02F6H26_rc|MRS0503|Ghana_Soe;sample=MRS0503;size=1;,DBLa0.1,3.3e-57
BK398.c0f66s99|apr11.P1.MID18.GY7WJEE01BOR82.HiQual|BK398|Gabon_Bakoumba;sample=BK398;size=4;,DBLa0.1,1.6e-60
UG10667.c159f3s4|mar13.P3.MID23.H6VQLNR03GNA70_rc|UG10667|Uganda_Tororo;sample=UG10667;size=1;,DBLa0.1,1.6e-51
BK621.c30f12s13|apr11.P4.MID36.GY7WJEE04HY00L.HiQual|BK621|Gabon_Bakoumba;sample=BK621;size=4;,DBLa0.5,6.8e-56
UG70515.c0f5s118|aug13.P2.MID8-10.IE15TFC02JIQUW|UG70515|Uganda_Arua;sample=UG70515;size=1;,DBLa0.22,1.1e-52
MRS0329.c7f45s60|jul13.P1.MID35-35.IDA9VQ201BD29C.HiQual|MRS0329|Ghana_VeaGowrie;sample=MRS0329;size=1;,DBLa0.11,3.6e-56
UG10623.c84f7s9|mar13.P3.MID21.H6VQLNR03FXF29|UG10623|Uganda_Tororo;sample=UG10623;size=1;,DBLa0.8,2.6e-48
BK71.c27f22s35|apr11.P3.MID03.GY7WJEE03G70RX.HiQual|BK71|Gabon_Bakoumba;sample=BK71;size=1;,DBLa0.8,5.1e-54
IR35.c29f12s17|oct12.P4.MID13.HWSTXOD04I2S0K.HiQual|IR35|Iran_SistanBaluchestan;sample=IR35;size=1;,DBLa0.5,4e-56
MRS0332.c47f3s5|jul13.P1.MID35-36.IDA9VQ201C605I_rc|MRS0332|Ghana_VeaGowrie;sample=MRS0332;size=1;,DBLa0.1,9.3e-55
UG70523.c43f15s15|aug13.P1.MID8-11.IE15TFC01BNG4Q.HiQual|UG70523|Uganda_Arua;sample=UG70523;size=1;,DBLa1.8,4.3e-51
MRS0630.c39f4s5|may13.P1.MID40-40.IAK27MS01DG7O2|MRS0630|Ghana_Soe;sample=MRS0630;size=1;,DBLa0.9,4.8e-54
MRS0541.c41f13s22|apr13.P2.MID34-36.H8MRBDT02IOT2M.HiQual|MRS0541|Ghana_Soe;sample=MRS0541;size=2;,DBLa1.8,1.4e-56
UG50488.c9f59s85|may13.P2.MID62-2.IAK27MS02FXX7B.HiQual|UG50488|Uganda_Kyenjojo;sample=UG50488;size=1;,DBLa0.1,3.3e-49
UG80394.c43f13s17|aug13.P1.MID53-53.IE15TFC01DYTVX.HiQual|UG80394|Uganda_Jinja;sample=UG80394;size=1;,DBLa0.1,3.7e-56
MRS0421.c18f18s28|apr13.P1.MID28-28.H8MRBDT01DMKDL|MRS0421|Ghana_Soe;sample=MRS0421;size=1;,DBLa1.2,5.9e-55
BK672.c29f6s6|apr11.P1.MID41.GY7WJEE01BGBSD|BK672|Gabon_Bakoumba;sample=BK672;size=1;,DBLa0.11,3e-55
BK720.c53f11s14|apr11.P1.MID42.GY7WJEE01BT50J.HiQual|BK720|Gabon_Bakoumba;sample=BK720;size=1;,DBLa0.5,2.7e-57
UG80133.c46f12s14|aug13.P1.MID46-46.IE15TFC01BBF3F|UG80133|Uganda_Jinja;sample=UG80133;size=3;,DBLa0.24,1.2e-50
MRS0506.c7f11s18|apr13.P2.MID33-35.H8MRBDT02GHKMH_rc.HiQual|MRS0506|Ghana_Soe;sample=MRS0506;size=1;,DBLa0.8,5.9e-54
BK1005.c16f10s12|apr11.P2.MID53.GY7WJEE02EM95C.HiQual|BK1005|Gabon_Bakoumba;sample=BK1005;size=9;,DBLa0.1,3.1e-59
UG70446.c54f6s11|aug13.P1.MID6-7.IE15TFC01D3QG1_rc.HiQual|UG70446|Uganda_Arua;sample=UG70446;size=1;,DBLa0.11,1.9e-52
UG70013.c32f3s36|aug13.P2.MID58-59.IE15TFC02ITGQX|UG70013|Uganda_Arua;sample=UG70013;size=1;,DBLa0.11,1.4e-56
UG50013.c18f34s43|may13.P2.MID49-49.IAK27MS02F6EDL.HiQual|UG50013|Uganda_Kyenjojo;sample=UG50013;size=2;,DBLa0.5,7.3e-53
MRS0616.c139f3s3|may13.P1.MID39-41.IAK27MS01C762W_rc|MRS0616|Ghana_Soe;sample=MRS0616;size=1;,DBLa0.22,2.3e-49
UG70371.c29f21s27|aug13.P1.MID3-5.IE15TFC01BUG4P.HiQual|UG70371|Uganda_Arua;sample=UG70371;size=1;,DBLa0.1,2.1e-50
UG10234.c104f4s5|mar13.P3.MID07.H6VQLNR03FPO9P_rc|UG10234|Uganda_Tororo;sample=UG10234;size=1;,DBLa0.15,2.9e-56
UG80675.c34f13s19|aug13.P2.MID58-58.IE15TFC02GXY5D|UG80675|Uganda_Jinja;sample=UG80675;size=1;,DBLa0.1,2.1e-54
BK774.c38f3s6|apr11.P4.MID43.GY7WJEE04H6J96|BK774|Gabon_Bakoumba;sample=BK774;size=1;,DBLa0.12,2.8e-52
G3st19.c64f11s13|sep11.P1.MID26.G9JXQ6K01B0S31.HiQual|G3st19|FrenchGuyana_TroisSauts;sample=G3st19;size=7;,DBLa0.1,4.1e-62
UG30444.c12f7s284|oct12.P2.MID46.HWSTXOD02DHYH6|UG30444|Uganda_Kanungu;sample=UG30444;size=1;,DBLa0.8,6.8e-52
UG70181.c14f61s82|aug13.P2.MID1-1.IE15TFC02IQ6P2.HiQual|UG70181|Uganda_Arua;sample=UG70181;size=3;,DBLa0.23,4.5e-46
MRS0357.c147f3s3|apr13.P1.MID25-25.H8MRBDT01AQZEO|MRS0357|Ghana_Soe;sample=MRS0357;size=1;,DBLa1.1,6.2e-58
MRS0412.c199f4s5|apr13.P2.MID27-29.H8MRBDT02G8MF1|MRS0412|Ghana_Soe;sample=MRS0412;size=1;,DBLa0.1,7e-55
UG80184.c46f14s18|aug13.P2.MID44-46.IE15TFC02GL336|UG80184|Uganda_Jinja;sample=UG80184;size=4;,DBLa0.12,2.4e-55
MRS0279.c73f11s17|apr13.P2.MID21-22.H8MRBDT02FRVU3|MRS0279|Ghana_VeaGowrie;sample=MRS0279;size=1;,DBLa0.1,4.6e-55
MRS0706.c90f3s3|may13.P1.MID45-45.IAK27MS01BC9YI_rc|MRS0706|Ghana_Soe;sample=MRS0706;size=1;,DBLa0.1,1.4e-58
UG30804.c40f9s19|oct12.P2.MID59.HWSTXOD02DOPG0.HiQual|UG30804|Uganda_Kanungu;sample=UG30804;size=2;,DBLa0.9,1.4e-56
UG70720.c80f3s8|aug13.P1.MID60-61.IE15TFC01BV4QX|UG70720|Uganda_Arua;sample=UG70720;size=2;,DBLa1.6,1.3e-52
UG10362.c149f3s3|mar13.P4.MID11.H6VQLNR04IW95J_rc|UG10362|Uganda_Tororo;sample=UG10362;size=1;,DBLa0.1,2e-35
BK227.c19f4s5|sep11.P4.MID8.G9JXQ6K04H6XJS|BK227|Gabon_Bakoumba;sample=BK227;size=11;,DBLa0.18,4.9e-48
BK1330.c41f8s11|apr11.P3.MID08.GY7WJEE03FK3RZ.HiQual|BK1330|Gabon_Bakoumba;sample=BK1330;size=1;,DBLa0.10,5.5e-51
MRS0354.c32f12s16|apr13.P2.MID24-26.H8MRBDT02G068Y_rc|MRS0354|Ghana_VeaGowrie;sample=MRS0354;size=1;,DBLa0.5,3.9e-41
MRS0587.c119f4s4|may13.P2.MID37-38.IAK27MS02IG6WU|MRS0587|Ghana_VeaGowrie;sample=MRS0587;size=1;,DBLa0.22,2.8e-46
UG80484.c38f11s13|aug13.P1.MID55-56.IE15TFC01D44DY.HiQual|UG80484|Uganda_Jinja;sample=UG80484;size=1;,DBLa0.8,5.8e-53
T288.c33f17s21|oct12.P3.MID16.HWSTXOD03F69S4.HiQual|T288|Thailand_Tak;sample=T288;size=4;,DBLa0.8,2.8e-52
UG10269.c111f3s4|mar13.P3.MID08.H6VQLNR03FTFMD|UG10269|Uganda_Tororo;sample=UG10269;size=4;,DBLa0.20,5.4e-47
MUG11.KP220734;sample=MUG11;size=1;,DBLa0.11,1.7e-96
MRS0662.c38f14s18|may13.P1.MID41-43.IAK27MS01EEMOL.HiQual|MRS0662|Ghana_Soe;sample=MRS0662;size=1;,DBLa0.19,1.5e-54
UG60476.c128f5s6|mar13.P4.MID39.H6VQLNR04I8CBA|UG60476|Uganda_Apac;sample=UG60476;size=3;,DBLa0.15,5.7e-56
MRS0121.c12f15s15|apr13.P2.MID10-10.H8MRBDT02FYIV9.HiQual|MRS0121|Ghana_VeaGowrie;sample=MRS0121;size=5;,DBLa1.4,7.4e-44
UG60490.c140f4s4|mar13.P3.MID40.H6VQLNR03FZDH5|UG60490|Uganda_Apac;sample=UG60490;size=2;,DBLa2,7.4e-52
MH18.c10f24s31|oct12.P2.MID20.HWSTXOD02EDJ4J.HiQual|MH18|Thailand_Maehongson;sample=MH18;size=1;,DBLa0.11,9.3e-53
WOS23.KP220374;sample=WOS23;size=1;,DBLa0.23,8.5e-98
MUG22.KP220943;sample=MUG22;size=1;,DBLa0.1,2.6e-69
MRS0691.c46f12s16|may13.P1.MID44-45.IAK27MS01B6OPM.HiQual|MRS0691|Ghana_Soe;sample=MRS0691;size=4;,DBLa0.4,2.1e-48
MRS0503.c41f12s20|apr13.P2.MID33-34.H8MRBDT02HL3AO|MRS0503|Ghana_Soe;sample=MRS0503;size=1;,DBLa0.5,1.1e-51
UG10480.c55f14s15|mar13.P2.MID17.H6VQLNR02C3A6O.HiQual|UG10480|Uganda_Tororo;sample=UG10480;size=1;,DBLa0.5,6.9e-53
BK645.c67f5s5|apr11.P1.MID39.GY7WJEE01B5O6R|BK645|Gabon_Bakoumba;sample=BK645;size=2;,DBLa0.5,2e-50
UG10606.c170f3s3|mar13.P1.MID21.H6VQLNR01BDEA8|UG10606|Uganda_Tororo;sample=UG10606;size=1;,DBLa0.1,1.9e-59
BK728.c11f39s62|apr11.P3.MID42.GY7WJEE03G9O33.HiQual|BK728|Gabon_Bakoumba;sample=BK728;size=5;,DBLa0.1,1.5e-54
UG30441.c57f8s8|oct12.P1.MID46.HWSTXOD01A09A0.HiQual|UG30441|Uganda_Kanungu;sample=UG30441;size=1;,DBLa0.11,5.4e-55
UG80734.c38f16s20|may13.P1.MID57-59.IAK27MS01DO8GI.HiQual|UG80734|Uganda_Jinja;sample=UG80734;size=2;,DBLa0.4,8.6e-53
UG80797.c39f20s28|may13.P2.MID58-60.IAK27MS02HDLNB.HiQual|UG80797|Uganda_Jinja;sample=UG80797;size=1;,DBLa0.8,2e-53
UG80502.c128f3s3|aug13.P2.MID55-57.IE15TFC02JY37R_rc|UG80502|Uganda_Jinja;sample=UG80502;size=1;,DBLa0.5,8e-56
K90.c7f4s5|oct12.P3.MID22.HWSTXOD03FZASC.HiQual|K90|Thailand_Kanchanaburi;sample=K90;size=1;,DBLa0.1,8.2e-54
UG80229.c65f10s16|may13.P2.MID55-55.IAK27MS02GJHK9.HiQual|UG80229|Uganda_Jinja;sample=UG80229;size=1;,DBLa0.9,3.2e-48
MRS0713.c114f5s5|may13.P2.MID45-46.IAK27MS02GCLYU|MRS0713|Ghana_Soe;sample=MRS0713;size=1;,DBLa0.19,8.8e-55
UG70220.c24f18s26|aug13.P2.MID2-2.IE15TFC02JJV70|UG70220|Uganda_Arua;sample=UG70220;size=5;,DBLa0.3,6.1e-48
UG60210.c31f28s31|mar13.P1.MID32.H6VQLNR01A4KSL_rc|UG60210|Uganda_Apac;sample=UG60210;size=1;,DBLa0.23,7.7e-40
BK1324.c17f4s4|apr11.P3.MID05.GY7WJEE03G59Z9|BK1324|Gabon_Bakoumba;sample=BK1324;size=1;,DBLa0.11,1.5e-60
UG30367.c42f7s12|oct12.P4.MID43.HWSTXOD04IMXUG.HiQual|UG30367|Uganda_Kanungu;sample=UG30367;size=1;,DBLa0.11,2.6e-56
UG70630.c83f9s9|aug13.P1.MID11-13.IE15TFC01BH0JR|UG70630|Uganda_Arua;sample=UG70630;size=1;,DBLa0.5,5.4e-43
BK1044.c81f5s9|apr11.P2.MID56.GY7WJEE02ENW5B|BK1044|Gabon_Bakoumba;sample=BK1044;size=1;,DBLa0.8,8e-52
UG70630.c132f4s7|aug13.P1.MID11-13.IE15TFC01ASQ97_rc|UG70630|Uganda_Arua;sample=UG70630;size=1;,DBLa0.23,5.4e-38
MRS0378.c13f11s12|apr13.P1.MID25-27.H8MRBDT01ECLUI.HiQual|MRS0378|Ghana_Soe;sample=MRS0378;size=1;,DBLa0.1,9e-56
UG70666.c40f22s27|aug13.P2.MID13-14.IE15TFC02IQJYE.HiQual|UG70666|Uganda_Arua;sample=UG70666;size=1;,DBLa0.1,5.9e-51
UG50833.c40f11s14|aug13.P1.MID41-43.IE15TFC01EQ2BZ.HiQual|UG50833|Uganda_Kyenjojo;sample=UG50833;size=4;,DBLa0.1,9.1e-58
IR21.c13f3s7|oct12.P4.MID2.HWSTXOD04JHE6S|IR21|Iran_SistanBaluchestan;sample=IR21;size=1;,DBLa0.9,4.9e-54
MRS0193.c39f11s20|apr13.P1.MID16-16.H8MRBDT01BSCQN.HiQual|MRS0193|Ghana_VeaGowrie;sample=MRS0193;size=2;,DBLa0.18,1.4e-45
UG10509.c39f13s21|mar13.P1.MID18.H6VQLNR01BD8T6|UG10509|Uganda_Tororo;sample=UG10509;size=1;,DBLa0.1,5.1e-51
UG60481.c79f4s4|mar13.P1.MID40.H6VQLNR01BIP74|UG60481|Uganda_Apac;sample=UG60481;size=1;,DBLa0.5,5.7e-61
UG10035.c187f3s3|mar13.P2.MID01.H6VQLNR02EFG4W|UG10035|Uganda_Tororo;sample=UG10035;size=1;,DBLa0.1,9.6e-54
BK745.c22f7s9|apr11.P1.MID43.GY7WJEE01BVZAZ|BK745|Gabon_Bakoumba;sample=BK745;size=6;,DBLa1.6,2.1e-53
MRS0715.c55f4s6|may13.P1.MID45-47.IAK27MS01DI15T|MRS0715|Ghana_Soe;sample=MRS0715;size=1;,DBLa0.1,5.3e-56
UG10781.c88f5s6|mar13.P4.MID27.H6VQLNR04JIJSR_rc|UG10781|Uganda_Tororo;sample=UG10781;size=1;,DBLa0.11,2.6e-44
UG30361.c14f17s52|oct12.P3.MID43.HWSTXOD03GL33W.HiQual|UG30361|Uganda_Kanungu;sample=UG30361;size=1;,DBLa0.10,5.5e-47
UG70013.c63f7s13|aug13.P2.MID58-59.IE15TFC02G4CWU|UG70013|Uganda_Arua;sample=UG70013;size=1;,DBLa0.1,4.9e-59
UG60610.c10f24s35|mar13.P4.MID44.H6VQLNR04IZ6LH.HiQual|UG60610|Uganda_Apac;sample=UG60610;size=2;,DBLa1.5,1.4e-56
UG70677.c29f8s10|aug13.P1.MID13-15.IE15TFC01EVWXU|UG70677|Uganda_Arua;sample=UG70677;size=1;,DBLa0.5,1.1e-39
UG10370.c173f3s4|mar13.P2.MID13.H6VQLNR02DXD6W|UG10370|Uganda_Tororo;sample=UG10370;size=3;,DBLa0.1,4.3e-56
UG50229.c37f9s22|may13.P1.MID53-54.IAK27MS01CU72L.HiQual|UG50229|Uganda_Kyenjojo;sample=UG50229;size=2;,DBLa0.11,5.1e-54
UG60316.c7f48s70|mar13.P2.MID34.H6VQLNR02DMI9F.HiQual|UG60316|Uganda_Apac;sample=UG60316;size=6;,DBLa0.8,3.2e-53
UG80394.c64f5s11|aug13.P1.MID53-53.IE15TFC01DZS1J|UG80394|Uganda_Jinja;sample=UG80394;size=1;,DBLa1.8,4.1e-52
BK505.c76f3s3|apr11.P3.MID27.GY7WJEE03HAYXZ|BK505|Gabon_Bakoumba;sample=BK505;size=3;,DBLa0.1,2.6e-57
UG70195.c92f4s7|aug13.P2.MID1-2.IE15TFC02IQQYK|UG70195|Uganda_Arua;sample=UG70195;size=1;,DBLa0.15,1.6e-51
MRS0506.c97f5s5|apr13.P2.MID33-35.H8MRBDT02JVHPL|MRS0506|Ghana_Soe;sample=MRS0506;size=1;,DBLa0.1,1.1e-56
UG70596.c144f3s3|aug13.P1.MID11-11.IE15TFC01DG3JF_rc|UG70596|Uganda_Arua;sample=UG70596;size=1;,DBLa0.5,4.6e-55
UG10391.c68f5s8|mar13.P4.MID14.H6VQLNR04H5U89|UG10391|Uganda_Tororo;sample=UG10391;size=4;,DBLa0.1,9.5e-53
BK362.c62f6s9|sep11.P4.MID14.G9JXQ6K04H7Y31|BK362|Gabon_Bakoumba;sample=BK362;size=2;,DBLa0.8,6.1e-50
MRS0204.c117f3s5|jul13.P1.MID34-34.IDA9VQ201ARCJY|MRS0204|Ghana_VeaGowrie;sample=MRS0204;size=1;,DBLa1.2,1.4e-51
MRS0181.c99f3s4|apr13.P1.MID15-15.H8MRBDT01CW5JE|MRS0181|Ghana_VeaGowrie;sample=MRS0181;size=1;,DBLa0.8,6.7e-52
UG50378.c37f16s22|may13.P1.MID61-62.IAK27MS01D1YDT.HiQual|UG50378|Uganda_Kyenjojo;sample=UG50378;size=3;,DBLa0.15,2.2e-56
BK400.c5f20s31|apr11.P2.MID18.GY7WJEE02EB78J.HiQual|BK400|Gabon_Bakoumba;sample=BK400;size=1;,DBLa0.8,8e-54
MRS0687.c133f3s4|may13.P2.MID43-45.IAK27MS02I5NPN|MRS0687|Ghana_Soe;sample=MRS0687;size=1;,DBLa0.1,5.1e-52
MRS0301.c15f15s24|apr13.P1.MID22-24.H8MRBDT01C6YJO.HiQual|MRS0301|Ghana_VeaGowrie;sample=MRS0301;size=2;,DBLa0.16,5.8e-49
MRS0502.c65f6s10|apr13.P1.MID33-34.H8MRBDT01ETVPU.HiQual|MRS0502|Ghana_Soe;sample=MRS0502;size=3;,DBLa0.12,1.4e-50
MRS0457.c53f6s10|apr13.P1.MID31-31.H8MRBDT01CR6X5|MRS0457|Ghana_Soe;sample=MRS0457;size=1;,DBLa0.1,9.6e-57
UG70697.c124f4s6|aug13.P2.MID14-15.IE15TFC02IWKGH|UG70697|Uganda_Arua;sample=UG70697;size=1;,DBLa0.1,3.6e-48
UG70666.c13f35s56|aug13.P2.MID13-14.IE15TFC02FUYCL.HiQual|UG70666|Uganda_Arua;sample=UG70666;size=1;,DBLa0.5,1.2e-55
UG30100.c44f15s26|oct12.P2.MID37.HWSTXOD02EL775.HiQual|UG30100|Uganda_Kanungu;sample=UG30100;size=1;,DBLa0.9,7e-52
UG80567.c148f3s4|aug13.P1.MID56-57.IE15TFC01C6TWP_rc|UG80567|Uganda_Jinja;sample=UG80567;size=1;,DBLa0.11,6.1e-60
UG70696.c196f4s5|aug13.P2.MID14-14.IE15TFC02GLI1T|UG70696|Uganda_Arua;sample=UG70696;size=4;,DBLa0.8,9.5e-49
UG10362.c64f7s8|mar13.P4.MID11.H6VQLNR04IZOLN|UG10362|Uganda_Tororo;sample=UG10362;size=3;,DBLa1.2,3.6e-49
MRS0373.c23f5s5|apr13.P1.MID25-26.H8MRBDT01DN5XT|MRS0373|Ghana_Soe;sample=MRS0373;size=1;,DBLa0.1,8.5e-57
MRS0715.c113f3s3|may13.P1.MID45-47.IAK27MS01D6ZPR|MRS0715|Ghana_Soe;sample=MRS0715;size=2;,DBLa0.8,5.3e-49
UG60759.c94f3s3|mar13.P3.MID49.H6VQLNR03GQUMC_rc|UG60759|Uganda_Apac;sample=UG60759;size=1;,DBLa0.22,4.5e-48
P65.c18f11s14|sep11.P3.MID50.G9JXQ6K03GS6L0.HiQual|P65|Peru_Iquitos;sample=P65;size=11;,DBLa0.18,1.5e-47
UG60293.c44f7s15|mar13.P4.MID33.H6VQLNR04JT0YJ.HiQual|UG60293|Uganda_Apac;sample=UG60293;size=1;,DBLa0.10,2.7e-52
UG50230.c85f5s5|may13.P2.MID53-54.IAK27MS02FQPRG|UG50230|Uganda_Kyenjojo;sample=UG50230;size=2;,DBLa0.12,4e-54
UG10581.c44f10s19|mar13.P1.MID20.H6VQLNR01A2YA6|UG10581|Uganda_Tororo;sample=UG10581;size=1;,DBLa0.1,1.1e-54
MRS0597.c23f15s25|may13.P1.MID38-40.IAK27MS01DAP3T|MRS0597|Ghana_Soe;sample=MRS0597;size=1;,DBLa0.24,7.7e-48
BK456.c31f3s3|apr11.P2.MID23.GY7WJEE02C86YC|BK456|Gabon_Bakoumba;sample=BK456;size=1;,DBLa0.5,9.4e-58
UG50559.c78f8s13|may13.P1.MID2-2.IAK27MS01B9MW1.HiQual|UG50559|Uganda_Kyenjojo;sample=UG50559;size=1;,DBLa0.1,2.7e-56
UG10575.c132f3s5|mar13.P4.MID19.H6VQLNR04JEQD3|UG10575|Uganda_Tororo;sample=UG10575;size=2;,DBLa0.9,2.1e-55
UG60210.c55f6s7|mar13.P1.MID32.H6VQLNR01AMH6N|UG60210|Uganda_Apac;sample=UG60210;size=1;,DBLa0.14,2.8e-48
UG50701.c97f3s3|may13.P1.MID5-5.IAK27MS01AWUQM|UG50701|Uganda_Kyenjojo;sample=UG50701;size=1;,DBLa0.12,1.3e-42
MRS0436.c12f23s32|apr13.P2.MID29-30.H8MRBDT02F1EJ4.HiQual|MRS0436|Ghana_Soe;sample=MRS0436;size=1;,DBLa0.8,2.8e-52
UG10516.c23f21s23|mar13.P2.MID18.H6VQLNR02EAS46.HiQual|UG10516|Uganda_Tororo;sample=UG10516;size=1;,DBLa0.5,2.6e-54
UG70464.c65f3s3|aug13.P2.MID6-8.IE15TFC02FLNO7_rc|UG70464|Uganda_Arua;sample=UG70464;size=1;,DBLa0.11,1e-54
UG60455.c96f4s5|mar13.P2.MID39.H6VQLNR02DTWYU_rc|UG60455|Uganda_Apac;sample=UG60455;size=5;,DBLa0.1,1.9e-45
UG70389.c112f6s6|aug13.P1.MID4-6.IE15TFC01B1YKM_rc|UG70389|Uganda_Arua;sample=UG70389;size=1;,DBLa0.11,3e-58
MRS0634.c65f7s10|may13.P1.MID40-41.IAK27MS01CP0FM|MRS0634|Ghana_Soe;sample=MRS0634;size=1;,DBLa0.24,2.5e-46
UG70258.c45f14s22|aug13.P2.MID2-3.IE15TFC02JMX92.HiQual|UG70258|Uganda_Arua;sample=UG70258;size=1;,DBLa0.1,1.1e-57
UG80302.c58f7s7|aug13.P1.MID50-51.IE15TFC01AW1BZ|UG80302|Uganda_Jinja;sample=UG80302;size=1;,DBLa0.15,1.2e-51
UG50362.c11f21s26|may13.P1.MID60-62.IAK27MS01CAK5P.HiQual|UG50362|Uganda_Kyenjojo;sample=UG50362;size=1;,DBLa0.1,3.7e-47
UG80795.c31f13s29|may13.P1.MID58-60.IAK27MS01EFCYX.HiQual|UG80795|Uganda_Jinja;sample=UG80795;size=1;,DBLa0.1,3.9e-55
MRS0600.c134f3s3|may13.P2.MID38-40.IAK27MS02GJMA2|MRS0600|Ghana_Soe;sample=MRS0600;size=1;,DBLa0.13,2.9e-34
UG70024.c17f29s45|aug13.P2.MID58-60.IE15TFC02GBE2I.HiQual|UG70024|Uganda_Arua;sample=UG70024;size=1;,DBLa2,6.7e-47
